csv_index,title,publishing_year,genre_id,publisher_id,author_id,language_id,average_rating,ratings_count,sale_price,gross_sales,publisher_revenue,sales_rank,units_sold
278,Brave New World/Brave New World Revisited,1932,1,2,230,2,4.16,108124,4.99,1676.64,0.0,298,336
279,æ¡œè˜­é«˜æ ¡ãƒ›ã‚¹ãƒˆéƒ¨ 1,2003,1,1,231,2,4.36,113881,1.99,666.65,399.99,299,335
280,The Good Girl,2014,1,5,232,2,3.81,100936,7.99,2620.72,1572.432,303,328
281,"Fallen Too Far (Too Far, #1)",2012,1,4,233,2,4.21,138871,8.82,2875.32,1725.192,304,326
282,Landline,2014,1,2,234,2,3.55,113805,3.99,1300.74,0.0,304,326
283,Tempted,2008,2,1,100,2,3.96,127387,8.49,2759.25,1655.55,305,325
284,No Country for Old Men,2005,1,6,235,2,4.12,100513,4.99,1611.77,967.062,306,323
285,Wolf Hall,2009,1,4,236,2,3.85,102936,7.69,2468.49,1481.094,307,321
286,Howl's Moving Castle,1986,1,2,237,2,4.3,123945,2.99,950.82,0.0,309,318
287,Dreamcatcher,2001,1,2,238,6,3.59,115855,4.99,1576.84,0.0,310,316
288,Walden; or Life in the Woods,1854,3,5,239,2,3.79,108062,6.49,2044.35,1226.61,311,315
289,The Remains of the Day,1989,3,5,240,2,4.1,105892,5.99,1874.87,1124.922,312,313
290,The Best of Me,2010,1,2,22,1,3.91,103915,0.99,307.89,184.734,313,311
291,The Sense of an Ending,2011,1,2,241,2,3.7,94968,0.99,306.9,0.0,314,310
292,A is for Alibi,1982,1,2,242,1,3.82,116026,1.99,616.9,370.14,314,310
293,ÎŸá¼°Î´Î¯Ï€Î¿Ï…Ï‚ Î¤ÏÏÎ±Î½Î½Î¿Ï‚,-430,1,3,243,2,3.67,119496,7.99,2460.92,1476.552,315,308
294,Shanghai Girls,2009,3,4,244,2,3.87,106729,6.99,2152.92,1291.752,315,308
295,The Wind in the Willows,1908,1,4,245,2,3.98,124612,33.86,10327.3,6196.38,317,305
296,To All the Boys I've Loved Before,2014,3,2,246,2,4.11,136938,1.99,598.99,0.0,319,301
297,Persepolis,2000,1,5,247,2,4.23,117103,4.99,1487.02,892.212,321,298
298,A Room with a View,1908,1,2,248,2,3.91,109994,2.99,891.02,0.0,321,298
299,The DUFF: Designated Ugly Fat Friend,2010,1,2,249,1,3.86,136736,3.99,1181.04,0.0,322,296
300,Lock and Key,2008,3,2,250,2,4.01,120475,2.99,885.04,531.024,322,296
301,Naked in Death,1995,1,1,251,1,4.13,78028,6.01,1772.95,1063.77,323,295
302,The Chamber,1994,1,2,63,2,3.76,102715,0.99,292.05,0.0,323,295
303,Midnight Sun (Partial Draft),2008,1,2,252,2,4.03,138118,0.99,290.07,0.0,324,293
304,NARUTO -ãƒŠãƒ«ãƒˆ- å·»ãƒŽä¸€,1999,3,9,253,2,4.35,104633,0.99,288.09,172.854,325,291
305,The Unlikely Pilgrimage of Harold Fry,2012,1,3,254,2,3.89,94012,12.74,3694.6,2216.76,326,290
306,Every Day,2012,1,2,255,2,3.99,121863,3.99,1149.12,689.472,327,288
307,Xenocide,1991,1,6,191,2,3.77,104467,5.99,1707.15,1024.29,329,285
308,The Merchant of Venice,1596,1,2,256,2,3.78,115621,1.5,427.5,0.0,329,285
309,ShÅgun,1975,1,3,257,2,4.37,104339,7.32,2071.56,1242.936,330,283
310,"Lover Awakened (Black Dagger Brotherhood, #3)",2006,1,6,258,2,4.45,134249,4.99,1412.17,847.302,330,283
311,A Court of Thorns and Roses,2015,3,2,259,2,4.29,167848,12.99,3650.19,2190.114,331,281
312,,2012,1,2,260,3,4.13,76876,4.99,1387.22,0.0,333,278
313,Chicka Chicka Boom Boom,1989,2,6,261,2,4.21,105192,3.99,1097.25,658.35,335,275
314,Smile,2009,1,1,262,2,4.19,98628,9.59,2618.07,1570.842,336,273
315,Animal Farm & 1984,1950,1,2,263,2,4.26,116197,0.99,267.3,0.0,338,270
316,The Deep End of the Ocean,1996,1,2,264,1,3.84,102733,0.99,267.3,0.0,338,270
317,The Bonesetter's Daughter,2001,3,2,265,1,3.98,99926,0.99,263.34,0.0,340,266
318,"Angus, Thongs and Full-Frontal Snogging",1999,1,2,266,2,3.74,112733,3.75,997.5,0.0,340,266
319,Mr. Penumbra's 24-Hour Bookstore,2012,1,3,267,2,3.75,110552,6.49,1719.85,1031.91,341,265
320,Flowers in the Attic,1979,4,2,268,2,3.79,109063,7.14,1877.82,1126.692,342,263
321,When Breath Becomes Air,2016,1,2,269,2,4.32,116771,3.99,1041.39,0.0,343,261
322,Maniac Magee,1990,1,2,270,2,3.86,99831,2.99,777.4,0.0,344,260
323,Invisible Monsters,1999,1,6,271,2,4.0,54937,2.99,771.42,462.852,345,258
324,"Twelfth Night; or, What You Will",1601,1,4,153,2,3.97,119607,5.99,1527.45,916.47,347,255
325,Gathering Blue,2000,1,2,272,2,3.8,114917,3.99,997.5,0.0,350,250
326,The Westing Game,1978,1,2,273,2,4.03,117108,3.99,997.5,598.5,350,250
327,Red Rising,2014,1,2,274,2,4.26,104939,0.99,246.51,147.906,351,249
328,The Way of Shadows,2008,1,5,275,1,4.15,109236,2.99,744.51,446.706,351,249
329,The Bean Trees,1988,4,2,276,2,3.94,105032,6.57,1635.93,981.558,352,249
330,Walking Disaster,2013,1,2,277,2,4.23,134022,12.99,3221.52,0.0,353,248
331,Words of Radiance,2014,1,1,31,2,4.77,73572,2.99,741.52,444.912,354,248
332,Guess How Much I Love You,1988,1,2,278,1,4.36,104690,2.99,738.53,0.0,355,247
333,The Fiery Cross,2001,1,4,279,2,4.26,103552,4.62,1141.14,684.684,356,247
334,Night Shift,1978,1,2,280,5,3.96,104248,0.99,244.53,146.718,356,247
335,Jaws,1974,1,6,281,2,3.96,102574,4.99,1227.54,736.524,357,246
336,The History of Love,2005,1,2,282,2,3.91,98379,3.99,977.55,0.0,359,245
337,Pippi LÃ¥ngstrump,1945,1,2,283,2,4.11,123065,3.99,977.55,586.53,360,245
338,L'Ã©lÃ©gance du hÃ©risson,2006,1,3,284,2,3.73,101669,6.99,1698.57,1019.142,363,243
339,Team of Rivals: The Political Genius of Abraham Lincoln,2005,1,2,285,2,4.3,102923,2.99,726.57,435.942,364,243
340,Dead in the Family,2010,1,2,27,1,3.88,127379,6.15,1494.45,896.67,364,243
341,La peste,1947,1,2,286,1,3.97,95803,3.99,965.58,0.0,366,242
342,The Reptile Room,1999,1,6,287,2,3.95,130213,4.99,1202.59,721.554,367,241
343,Brain on Fire,2012,1,3,288,2,4.0,92849,10.65,2566.65,1539.99,368,241
344,Wicked Lovely,2007,1,6,289,1,3.69,131034,4.99,1197.6,718.56,370,240
345,Curious George,1941,1,2,290,7,4.13,105473,0.99,236.61,141.966,371,239
346,Die unendliche Geschichte,1979,1,2,291,2,4.17,109110,3.99,953.61,0.0,372,239
347,A Beautiful Mind,1998,1,5,292,5,4.12,98276,6.49,1544.62,926.772,373,238
348,The Jungle,1906,1,5,293,2,3.72,97468,5.99,1419.63,851.778,375,237
349,The Summoning,2008,1,2,294,1,4.03,132285,1.99,471.63,0.0,376,237
350,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,1985,3,5,295,1,4.04,102419,4.99,1182.63,709.578,376,237
351,Storm Island,1978,2,2,296,1,4.16,93475,2.99,708.63,0.0,376,237
352,The Blind Assassin,2000,3,9,39,2,3.95,98464,7.99,1885.64,1131.384,378,236
353,Hollow City,2014,1,4,297,2,4.07,73149,6.99,1642.65,985.59,380,235
354,House of Sand and Fog,1999,1,2,298,2,3.83,55381,3.99,933.66,560.196,381,234
355,The Girl with All the Gifts,2014,1,6,299,2,3.93,99729,1.99,463.67,278.202,383,233
356,As I Lay Dying,1930,3,1,156,2,3.72,103547,1.99,461.68,277.008,385,6264
357,Harold and the Purple Crayon,1955,1,2,300,2,4.24,107221,3.99,925.68,0.0,385,6264
358,"Lover Eternal (Black Dagger Brotherhood, #2)",2006,3,5,301,2,4.35,137558,10.65,2460.15,1476.09,387,6237
359,,1953,3,1,302,2,4.23,96865,2.99,690.69,414.414,388,6237
360,Fool Moon,2001,1,7,303,2,4.04,111371,2.99,687.7,412.62,389,6210
361,David and Goliath,2011,3,5,304,2,3.9,90083,10.91,2509.3,1505.58,389,6210
362,é‹¼ã®éŒ¬é‡‘è¡“å¸« 1,2002,1,2,305,2,4.49,93990,0.99,226.71,0.0,391,6183
363,Guards! Guards!,1989,1,2,306,2,4.32,108652,4.99,1142.71,0.0,392,6183
364,The Year of Magical Thinking,2005,1,2,307,2,3.86,94590,3.99,909.72,0.0,393,6156
365,We Need to Talk About Kevin,2003,1,1,308,2,4.07,101343,25.89,5902.92,3541.752,393,6156
366,Rendezvous with Rama,1973,1,2,309,2,4.06,93151,6.47,1468.69,881.214,395,6129
367,The Queen of the Damned,1988,1,2,138,2,3.86,110693,0.99,223.74,134.244,397,6102
368,The Age of Innocence,1920,1,2,310,2,3.93,102646,5.26,1188.76,713.256,398,6102
369,The Selfish Gene,1976,1,2,311,2,4.11,96564,3.99,897.75,538.65,400,6075
370,Year of Wonders: A Novel of the Plague,2001,1,2,312,2,4.0,104283,0.99,221.76,0.0,401,6048
371,The Black Echo,1992,3,2,313,2,4.08,98591,5.69,1274.56,764.736,401,6048
372,Anthem,1938,1,2,314,2,3.62,95620,4.99,1112.77,0.0,403,6021
373,Gabriel's Inferno,2011,1,4,315,2,4.02,119633,7.99,1781.77,1069.062,404,6021
374,Cloudy with a Chance of Meatballs,1978,1,4,316,2,4.15,104677,7.49,1662.78,997.668,406,5994
375,Major Pettigrew's Last Stand,2010,1,6,317,2,3.87,97745,2.99,660.79,396.474,408,5967
376,Vision in White,2009,1,5,318,2,4.1,103933,1.99,437.8,262.68,409,5940
377,The Tenth Circle,2006,1,2,319,2,3.48,99170,17.98,3955.6,2373.36,409,5940
378,The Throne of Fire,2011,3,2,320,2,4.2,116360,9.44,2067.36,1240.416,411,5913
379,Old Man's War,2005,1,7,321,2,4.23,97653,5.99,1311.81,787.086,412,5913
380,Gerald's Game,1992,2,2,322,2,3.47,100158,1.99,433.82,260.292,413,5886
381,Two for the Dough,1996,3,2,323,2,4.11,116171,9.99,2177.82,1306.692,414,5886
382,The Joy of Cooking,1931,2,3,324,3,4.14,102348,8.59,1864.03,1118.418,415,5859
383,The Forever War,1974,1,2,325,2,4.15,87636,0.99,214.83,128.898,416,5859
384,Insomnia,1994,1,5,326,4,3.79,100972,10.65,2311.05,1386.63,416,5859
385,Reading Lolita in Tehran: A Memoir in Books,2003,1,2,327,2,3.57,94696,4.99,1072.85,0.0,419,5805
386,The Blade Itself,2006,1,5,328,2,4.14,97501,7.99,1717.85,1030.71,419,5805
387,The Arctic Incident,2002,3,2,329,2,3.94,108031,2.99,642.85,385.71,420,5805
388,The Shipping News,1993,1,2,330,2,3.83,103151,5.99,1281.86,0.0,421,5778
389,äººç”ŸãŒã¨ãã‚ãç‰‡ã¥ã‘ã®é­”æ³•,2011,1,2,331,2,3.77,105063,3.99,849.87,509.922,423,5751
390,All the Bright Places,2015,1,1,332,2,4.19,132087,1.99,423.87,254.322,423,5751
391,DÃ©jÃ  Dead,1997,1,3,333,2,3.86,100369,4.99,1062.87,637.722,424,5751
392,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,2007,1,4,334,2,3.84,58396,7.99,1693.88,1016.328,425,5724
393,The Marriage Plot,2011,1,5,335,2,3.42,90551,5.12,1080.32,648.192,427,5697
394,Hija de la fortuna,1998,1,2,336,2,3.89,89770,2.99,630.89,0.0,428,5697
395,Luckiest Girl Alive,2015,1,6,337,2,3.48,82504,9.56,2007.6,1204.56,430,5670
396,"Crank (Crank, #1)",2004,1,2,338,2,4.16,104168,3.99,833.91,0.0,431,5643
397,The Raven Boys,2012,3,2,339,2,4.05,121727,0.99,206.91,124.146,432,5643
398,I Am Legend and Other Stories,1954,1,2,340,2,3.99,98795,2.99,621.92,0.0,433,5616
399,Olive Kitteridge,2008,1,2,341,2,3.78,85019,0.99,205.92,0.0,433,5616
400,Not that Kind of Girl,2014,3,5,342,2,3.33,88251,5.99,1245.92,747.552,434,5616
401,Good to Great: Why Some Companies Make the Leap... and Others Don't,2001,1,2,343,2,4.04,85277,4.99,1032.93,0.0,436,5589
402,Fire,2009,1,4,344,1,4.12,98180,11.99,2457.95,1474.77,439,5535
403,En attendant Godot,1952,1,4,345,2,3.81,98950,7.99,1621.97,973.182,444,5481
404,White Fang,1906,1,5,346,2,3.94,100223,8.39,1703.17,1021.902,444,5481
405,Wolves of the Calla,2003,1,2,347,2,4.17,98182,2.99,603.98,0.0,445,5454
406,His Dark Materials,2000,1,2,348,2,4.25,88227,2.99,603.98,0.0,445,5454
407,The Edge of Never,2012,1,6,349,1,4.26,117508,2.99,600.99,360.594,447,5427
408,Reconstructing Amelia,2013,3,2,350,2,3.82,86965,0.99,198.99,119.394,447,5427
409,The One Plus One,2014,1,3,34,2,3.94,87412,1.99,399.99,239.994,448,5427
410,The Hours,1998,1,1,351,1,3.91,97462,2.5,500.0,300.0,449,5400
411,Wallbanger,2012,3,2,352,2,4.1,134805,9.49,1898.0,0.0,450,5400
412,Holidays on Ice,1997,1,2,4,2,3.95,82591,2.99,595.01,0.0,452,5373
413,Desperation,1996,1,2,23,2,3.8,94821,0.99,196.02,117.612,453,5346
414,Passion,2011,1,2,67,2,3.89,119735,3.99,790.02,0.0,454,5346
415,The Kill Order,2012,1,5,353,2,3.69,96568,5.38,1059.86,635.916,455,5319
416,Angelfall,2011,1,2,354,1,4.19,73886,0.99,194.04,0.0,457,5292
417,Empire Falls,2001,1,2,355,2,3.91,90811,2.99,586.04,0.0,458,5292
418,The Fires of Heaven,1993,4,5,356,1,4.13,93227,7.59,1480.05,888.03,459,5265
419,I'll Give You the Sun,2014,1,6,357,2,4.14,140937,2.99,583.05,349.83,460,5265
420,Survivor,1999,1,1,271,1,3.93,49551,0.99,192.06,115.236,462,5238
421,Shopaholic and Baby,2007,1,2,93,2,3.77,98130,0.99,191.07,0.0,463,5211
422,The Dark Tower,2004,1,2,358,1,4.27,93296,3.99,770.07,0.0,463,5211
423,Twilight Director's Notebook,2009,1,1,359,1,4.2,88847,8.99,1726.08,1035.648,465,5184
424,Shopaholic Abroad,2001,1,4,93,1,3.75,93498,7.69,1468.79,881.274,468,5157
425,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",1984,1,2,360,1,4.29,91625,4.99,948.1,0.0,470,5130
426,Linger,2010,1,2,361,1,3.91,125363,1.99,376.11,0.0,471,5103
427,The Complete Anne of Green Gables Boxed Set,1908,1,5,362,3,4.42,92142,7.99,1510.11,906.066,472,5103
428,A Portrait of the Artist as a Young Man,1916,2,5,363,2,3.6,92569,2.99,565.11,339.066,472,5103
429,The Gathering Storm,2009,1,2,364,2,4.34,94095,3.99,750.12,0.0,473,5076
430,Middlemarch,1871,3,2,365,2,3.93,95995,0.99,186.12,0.0,474,5076
431,Point of Retreat,2012,1,2,366,2,4.3,109344,0.99,185.13,0.0,475,5049
432,The Partner,1997,1,2,63,3,3.89,86870,3.99,746.13,0.0,476,5049
433,The Hobbit and The Lord of the Rings,1973,1,2,367,2,4.59,90907,0.99,184.14,110.484,477,5022
434,Thoughtless,2009,1,4,368,2,4.12,90483,5.99,1114.14,668.484,478,5022
435,Presumed Innocent,1986,1,2,369,3,4.1,91774,2.99,553.15,331.89,479,4995
436,The Dark Half,1989,1,7,23,2,3.74,94624,2.99,550.16,330.096,482,4968
437,Cleopatra: A Life,2006,1,2,370,2,3.62,73994,0.99,181.17,0.0,483,4941
438,The World Is Flat: A Brief History of the Twenty-first Century,2005,1,3,371,1,3.66,78271,2.99,544.18,326.508,485,4914
439,Steelheart,2013,1,4,372,2,4.16,76261,6.83,1243.06,745.836,486,4914
440,,1995,1,2,373,1,4.15,95421,4.99,903.19,0.0,488,4887
441,Voyage au centre de la Terre,1864,3,7,374,2,3.84,89410,9.59,1726.2,1035.72,489,4860
442,The Happiness Project,2009,1,2,375,2,3.57,94456,0.99,177.21,106.326,491,4833
443,The Man in the High Castle,1962,1,3,376,2,3.66,84180,12.74,2280.46,1368.276,492,4833
444,Helter Skelter: The True Story of The Manson Murders,1974,1,2,377,5,4.0,92158,0.99,176.22,0.0,493,4806
445,,,3,3,378,3,4.44,90574,2.99,532.22,319.332,493,4806
446,Inferno,1320,2,3,379,3,3.99,87511,1.99,354.22,212.532,493,4806
447,Shadow of Night,2012,1,2,380,2,4.04,97925,6.98,1242.44,745.464,494,4806
448,Leaving Time,2014,2,2,79,2,3.94,76553,0.99,175.23,105.138,495,4779
449,Moon Called,2006,1,2,381,2,4.18,129150,1.99,350.24,0.0,497,4752
450,Blue Bloods,2006,1,2,382,1,3.68,116687,3.99,702.24,421.344,497,4752
451,The Alienist,1994,1,1,383,2,4.05,96981,6.99,1230.24,738.144,498,4752
452,Between the World and Me,2015,1,2,384,2,4.4,74218,2.99,523.25,0.0,499,4725
453,Paradise Lost,1667,1,2,385,2,3.8,96316,4.99,868.26,0.0,502,4698
454,The Big Short: Inside the Doomsday Machine,2009,2,6,386,1,4.26,37090,6.99,1216.26,729.756,502,4698
455,The Girl Who Loved Tom Gordon,1999,3,2,23,3,3.56,95768,7.74,1346.76,808.056,503,4698
456,A Monster Calls,2011,1,5,387,2,4.36,104579,10.65,1842.45,1105.47,505,4671
457,Towers of Midnight,2010,2,2,388,1,4.42,91383,1.99,344.27,206.562,505,4671
458,The Day of the Jackal,1971,1,2,389,2,4.25,85883,0.99,171.27,0.0,508,4671
459,Rework,2010,1,6,390,2,3.93,88626,2.99,517.27,310.362,509,4671
460,Attachments,2011,1,2,234,2,3.95,105414,0.99,170.28,102.168,511,4644
461,The Twilight Saga,2005,1,4,391,3,3.88,89204,9.49,1632.28,979.368,513,4644
462,Tell the Wolves I'm Home,2012,1,2,392,2,4.04,85582,1.99,340.29,0.0,514,4617
463,All Creatures Great And Small,1972,1,2,393,2,4.31,64779,5.99,1024.29,0.0,514,4617
464,The Unbecoming of Mara Dyer,2011,2,7,394,2,4.09,83847,10.99,1879.29,1127.574,516,4617
465,Three to Get Deadly,1997,1,3,323,1,4.14,113400,6.49,1109.79,665.874,517,4617
466,The Scarlet Pimpernel,1905,2,3,395,2,4.06,93217,3.79,648.09,388.854,517,4617
467,The Monster at the End of This Book,1971,1,2,396,2,4.45,102184,1.99,340.29,0.0,518,4617
468,Tales of a Fourth Grade Nothing,1972,1,4,397,2,4.09,106435,2.99,508.3,304.98,519,4590
469,Shadow and Bone,2012,2,2,398,2,4.05,135225,3.99,678.3,0.0,519,4590
470,Het diner,2009,1,2,399,2,3.22,74979,4.99,848.3,0.0,520,4590
471,Champion,2013,3,6,400,2,4.37,114623,9.99,1688.31,1012.986,523,4563
472,Contact,1985,1,5,401,2,4.11,90917,7.99,1350.31,810.186,524,4563
473,Lola and the Boy Next Door,2011,1,2,402,1,4.0,108370,3.99,674.31,404.586,524,4563
474,White Teeth,1999,2,2,403,1,3.75,82474,0.99,167.31,100.386,524,4563
475,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,2012,1,7,404,2,3.97,61422,12.74,2153.06,1291.836,525,4563
476,My Horizontal Life: A Collection of One-Night Stands,2004,3,6,71,5,3.79,83607,7.66,1294.54,776.724,526,4563
477,The Power of Six,2011,2,7,405,2,4.17,97938,10.91,1843.79,1106.274,526,4563
478,The Interestings,2013,1,1,406,2,3.54,76566,7.99,1342.32,805.392,528,4536
479,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,1988,1,2,407,1,4.65,93001,0.99,166.32,0.0,530,4536
480,People of the Book,2008,1,4,312,2,4.0,95796,7.69,1291.92,775.152,531,4536
481,The Secret Keeper,2012,1,1,408,3,4.13,89460,1.99,332.33,199.398,532,4509
482,Better Homes & Gardens New Cook Book,1953,3,2,409,3,4.14,93640,0.99,165.33,0.0,534,4509
483,"So Long, and Thanks for All the Fish",1984,1,1,410,2,4.08,93774,11.89,1985.63,1191.378,535,4509
484,Der Steppenwolf: ErzÃ¤hlung,1927,2,2,411,2,4.11,80769,4.99,833.33,499.998,535,4509
485,The Surgeon,2001,3,5,412,5,4.1,89468,10.99,1835.33,1101.198,536,4509
486,The Girl You Left Behind,2012,1,5,34,2,3.95,80991,6.94,1152.04,691.224,537,4482
487,Royal Assassin,1996,2,2,413,2,4.21,82608,0.99,164.34,0.0,538,4482
488,Childhood's End,1953,1,2,309,1,4.09,87141,7.39,1226.74,0.0,539,4482
489,The Tale of Despereaux,2004,1,4,414,1,4.0,113066,6.99,1153.35,692.01,541,4455
490,"Animal, Vegetable, Miracle: A Year of Food Life",2007,1,2,415,1,4.03,83881,4.99,823.35,494.01,542,4455
491,Heir of Fire,2014,1,3,183,2,4.53,123843,0.99,163.35,98.01,543,4455
492,,1994,2,3,356,2,4.1,91046,4.99,823.35,494.01,544,4455
493,The Sweetness at the Bottom of the Pie,2009,1,4,416,2,3.81,99841,10.65,1757.25,1054.35,545,4455
494,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,2003,1,2,417,1,3.92,82090,0.99,162.36,0.0,546,4428
495,A Breath of Snow and Ashes,2005,3,4,418,2,4.43,87098,10.65,1746.6,1047.96,547,4428
496,The Blood of Olympus,2014,1,2,131,2,4.41,110719,0.99,162.36,97.416,549,4428
497,Truly Madly Guilty,2016,1,2,419,2,3.55,90477,0.99,162.36,0.0,549,4428
498,"Saga, Volume One",2012,1,2,420,2,4.25,131906,0.99,162.36,97.416,550,4428
499,The Art of Fielding,2011,1,2,421,2,3.99,81712,1.99,324.37,194.622,551,4401
500,A Moveable Feast,1964,1,4,422,2,4.04,69992,4.99,813.37,488.022,551,4401
501,Fablehaven,2006,1,5,423,2,4.08,99390,9.02,1470.26,882.156,553,4401
502,The Wide Window,2000,1,2,287,2,3.91,118624,0.99,161.37,96.822,554,4401
503,Grave Peril,2001,3,2,303,2,4.18,97736,1.99,322.38,193.428,557,4374
504,Einstein. His Life and Universe,2007,3,2,424,2,4.08,71156,1.99,322.38,193.428,557,4374
505,Effortless,2011,1,2,368,2,4.37,83085,0.99,160.38,96.228,558,4374
506,The Street Lawyer,1998,1,5,63,2,3.81,80577,1.99,320.39,192.234,561,4347
507,"Roll of Thunder, Hear My Cry",1976,3,3,425,2,3.79,92980,3.99,642.39,385.434,561,4347
508,Pride and Prejudice and Zombies,2009,1,2,426,2,3.28,103995,3.82,615.02,369.012,562,4347
509,Lets Explore Diabetes with Owls,2013,1,7,4,2,3.8,81616,2.99,478.4,287.04,565,4320
510,Ð˜Ð´Ð¸Ð¾Ñ‚,1868,2,4,427,2,4.18,74642,8.99,1438.4,863.04,565,4320
511,Dirk Gently's Holistic Detective Agency,1987,3,2,66,1,3.97,89569,2.99,478.4,0.0,566,4320
512,Rodrick Rules,2008,1,2,428,1,4.1,91831,2.99,478.4,0.0,567,4320
513,Why Not Me?,2015,1,5,429,2,3.89,74199,9.99,1598.4,959.04,568,4320
514,Four: A Divergent Collection,2014,2,2,430,2,4.1,97058,2.99,475.41,0.0,570,4293
515,Modern Romance,2015,1,2,431,2,3.85,94231,0.99,157.41,0.0,571,4293
516,The One and Only Ivan,2012,1,2,432,2,4.24,85136,2.99,475.41,0.0,572,4293
517,The Perfect Storm: A True Story of Men Against the Sea,1997,1,3,433,1,4.07,45382,3.99,634.41,380.646,572,4293
518,Elantris,2005,1,6,372,2,4.17,95950,1.99,314.42,188.652,574,4266
519,The Knife of Never Letting Go,2008,1,2,434,2,3.96,99638,7.19,1136.02,681.612,575,4266
520,One Thousand White Women: The Journals of May Dodd,1998,1,2,435,2,3.88,84367,2.99,472.42,283.452,576,4266
521,Handle with Care,2009,2,1,79,2,3.96,90138,8.99,1420.42,852.252,577,4266
522,Song of Susannah,2004,1,2,436,2,3.98,84957,2.99,469.43,0.0,578,4239
523,Reached,2012,1,2,110,3,3.56,109290,0.99,155.43,0.0,580,4239
524,Midnight's Children,1981,3,2,437,2,3.99,75502,9.39,1474.23,884.538,581,4239
525,The Zombie Survival Guide: Complete Protection from the Living Dead,2004,1,2,438,2,3.86,82535,0.99,154.44,0.0,585,4212
526,The Testament,1999,3,5,63,3,3.83,80377,4.99,778.44,467.064,585,4212
527,Murder at the Vicarage,1930,3,8,439,2,4.03,93963,4.29,669.24,401.544,586,4212
528,Among the Hidden,1998,1,1,440,2,3.97,94478,13.59,2106.45,1263.87,589,4185
529,In Defense of Food: An Eater's Manifesto,2007,1,2,441,1,4.07,80434,3.99,618.45,0.0,589,4185
530,The Witch of Blackbird Pond,1958,3,4,442,1,3.97,105770,7.99,1230.46,738.276,591,4158
531,The Heir,2015,1,2,443,2,3.85,111044,3.99,614.46,0.0,592,4158
532,Shopaholic Ties the Knot,2002,1,2,93,2,3.77,88139,2.99,460.46,0.0,594,4158
533,The Woman in White,1859,1,2,444,2,3.98,93134,4.99,768.46,0.0,594,4158
534,Career of Evil,2015,1,4,445,2,4.21,66979,7.58,1167.32,700.392,595,4158
535,The Summer I Turned Pretty,2009,1,2,446,1,3.96,104730,3.99,610.47,0.0,596,4131
536,Four to Score,1998,1,2,323,1,4.17,106871,0.99,151.47,90.882,597,4131
537,The Color of Water: A Black Man's Tribute to His White Mother,1996,1,2,447,1,4.06,80906,0.99,151.47,0.0,598,4131
538,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",2009,1,4,448,1,3.95,85006,7.69,1176.57,705.942,600,4131
539,Darkfever,2006,1,4,449,2,4.14,110812,10.65,1618.8,971.28,601,4104
540,Stone of Tears,1995,1,4,450,1,4.1,83235,7.31,1111.12,666.672,603,4104
541,Heart of the Matter,2010,1,6,103,1,3.73,83461,5.99,910.48,546.288,603,4104
542,Vanity Fair: A Novel Without a Hero,1847,1,2,451,2,3.76,91323,0.99,149.49,0.0,605,4077
543,The Sirens of Titan,1959,1,2,452,5,4.16,72493,1.0,151.0,90.6,607,4077
544,Dolores Claiborne,1992,1,2,453,6,3.81,71053,4.38,661.38,396.828,608,4077
545,The Nest,2016,3,2,454,2,3.45,79762,9.99,1508.49,905.094,608,4077
546,"Fables, Volume 1: Legends in Exile",2001,1,4,455,2,3.99,101016,7.5,1125.0,675.0,610,4050
547,Getting Things Done: How To Achieve Stress-free Productivity,2001,1,2,456,5,3.98,75665,3.99,598.5,0.0,611,4050
548,The Celestine Prophecy,1993,1,4,457,1,3.6,72675,3.99,594.51,356.706,615,4023
549,My Life Next Door,2012,1,6,458,2,4.02,102012,3.99,594.51,356.706,615,4023
550,Winter of the World,2012,3,8,296,2,4.29,71971,9.99,1488.51,893.106,616,4023
551,"è‰²å½©ã‚’æŒãŸãªã„å¤šå´Žã¤ãã‚‹ã¨ã€å½¼ã®å·¡ç¤¼ã®å¹´ [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]",2013,2,2,459,2,3.82,67873,3.99,594.51,0.0,616,4023
552,Lucky,1999,4,2,460,2,3.77,77462,9.58,1427.42,856.452,617,4023
553,To The Lighthouse,1927,1,7,461,2,3.76,83066,7.73,1144.04,686.424,619,3996
554,Five Point Someone: What Not to Do at IIT,2004,1,2,462,5,3.43,67438,0.99,146.52,0.0,620,3996
555,Guilty Pleasures,1993,1,2,463,2,4.02,104252,2.99,442.52,0.0,622,3996
556,The Messenger,2002,1,2,464,1,4.09,93119,0.99,145.53,87.318,624,3969
557,Far from the Madding Crowd,1874,1,1,465,2,3.92,87427,13.59,1997.73,1198.638,624,3969
558,Equal Rites,1987,1,2,186,2,4.0,88673,0.99,145.53,0.0,625,3969
559,House of Leaves,2000,1,2,466,2,4.13,75469,2.99,439.53,0.0,625,3969
560,Cruel & Unusual,1993,1,2,467,8,4.11,83695,2.99,439.53,263.718,626,3969
